FACILITY_ID,FACILITY_NAME,STREET_ADDRESS,CITY_NAME,COUNTY_NAME,STATE_COUNTY_FIPS_CODE,Code Expansion for State  FIPS Code,STATE_ABBR,Code Expansion for State Abbreviation,ZIP_CODE,REGION,Code Expansion for Region,FAC_CLOSED_IND,MAIL_NAME,MAIL_STREET_ADDRESS,MAIL_CITY,MAIL_STATE_ABBR,MAIL_COUNTRY,MAIL_ZIP_CODE,ASGN_AGENCY,Code Expansion for Assigned Agency,ASGN_FEDERAL_IND,PARENT_CO_DB_NUM,PARENT_CO_NAME,STANDARDIZED_PARENT_COMPANY,ASGN_PARTIAL_IND,ASGN_PUBLIC_CONTACT,ASGN_PUBLIC_PHONE,ASGN_PUBLIC_CONTACT_EMAIL,REGISTRY_ID,ASGN_PUBLIC_PHONE_EXT,LATITUDE,LONGITUDE,REF_POINT_DESC,REF_POINT_CODE,COLLECT_DESC,COLLECT_MTH_CODE,ACCURACY_VALUE,ACCURACY_SCORE,HDATUM_DESC,SCALE,SOURCE_CODE,CONVEYOR,COMPLIANCE_URL,FACILITY_COMPLIANCE_REPORT_URL
60901MLSNC195WE,BAYER CORP,195 W BIRCH ST,KANKAKEE,KANKAKEE,17091,KANKAKEE IL,IL,N/A,60901,5,REGION 5,0,BAYER CORP,195 W BIRCH ST,KANKAKEE,IL,,60901,,N/A,C,64960248,BAYER CORP,,0,J. MONTALTO,8159378284,,1.10E+11,,41.12704,-87.8653,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,99999999,NAD83,,82,FRS-TRIS,https://echo.epa.gov/detailed-facility-report?fid=,https://echo.epa.gov/detailed-facility-report?fid=60901MLSNC195WE
60901THQKR1551E,HEINZ PET PRODUCTS,1551 E WILLOW ST,KANKAKEE,KANKAKEE,17091,KANKAKEE IL,IL,N/A,609012629,5,REGION 5,0,STARKIST FOODS INC.,1 RIVER FRONT PL.,NEWPORT,KY,,41071,,N/A,C,89294102,H J HEINZ CORP,,0,,,,1.10E+11,,41.12801,-87.84474,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,30,NAD83,,82,FRS-GEOCODE,https://echo.epa.gov/detailed-facility-report?fid=,https://echo.epa.gov/detailed-facility-report?fid=60901THQKR1551E
60914BRMNGRR1BO,NUCOR STEEL KANKAKEE INC,ONE NUCOR WAY,BOURBONNAIS,KANKAKEE,17091,KANKAKEE IL,IL,N/A,60914,5,REGION 5,0,NUCOR STEEL KANKAKEE INC,ONE NUCOR WAY,BOURBONNAIS,IL,,60914,,N/A,C,3446796,NUCOR CORP,NUCOR CORP,0,AUNDREA LOLLAR,8159395525,AUNDREA.LOLLAR@NUCOR.COM,1.10E+11,,41.18133,-87.85664,CENTER OF A FACILITY OR STATION,102,INTERPOLATION-PHOTO,19,20,20,NAD83,12000,17,EIS,https://echo.epa.gov/detailed-facility-report?fid=,https://echo.epa.gov/detailed-facility-report?fid=60914BRMNGRR1BO
60915VNLRC150EN,VAN LEER CONTAINERS INC,150 E NORTH ST,BRADLEY,KANKAKEE,17091,KANKAKEE IL,IL,N/A,609151246,5,REGION 5,0,VAN LEER CONTAINERS INC,150 E NORTH ST,BRADLEY,IL,,60915-1246,,N/A,C,107520991,VAN LEER HOLDING INC,,0,TIM CULLINA,7083714777,,1.10E+11,,41.148,-87.859323,ENTRANCE POINT OF A FACILITY OR STATION,101,ADDRESS MATCHING-HOUSE NUMBER,1,50,99999999,NAD83,,82,FRS-TRIS,https://echo.epa.gov/detailed-facility-report?fid=,https://echo.epa.gov/detailed-facility-report?fid=60915VNLRC150EN
60936CNTRLRT479,GIBSON SOLAE,124 STATE RT 47,GIBSON CITY,FORD,17053,FORD IL,IL,N/A,60936,5,REGION 5,0,GIBSON SOLAE,124 STATE RT 47,GIBSON CITY,IL,,60936,,N/A,C,1315704,E I DU PONT DE NEMOURS & CO,E I DU PONT DE NEMOURS & CO,0,PAUL D. HOSACK,2177841221,PAUL.HOSACK@DUPONT.COM,1.10E+11,,40.46189,-88.38355,ACRES POINTS NOT REPRESENTED BY 101-107,108,INTERPOLATION-PHOTO,19,20,20,NAD83,12000,17,EIS,https://echo.epa.gov/detailed-facility-report?fid=,https://echo.epa.gov/detailed-facility-report?fid=60936CNTRLRT479
6095WLLNLM117EI,E A ALLEN LUMBER CO,117 E. INDUSTRIAL DRIVE,MOMENCE,KANKAKEE,17091,KANKAKEE IL,IL,N/A,60954,5,REGION 5,0,E A ALLEN LUMBER CO,117 E. INDUSTRIAL DRIVE,MOMENCE,IL,,60954,,N/A,C,,No US Parent,NA,0,DAVE BISAILLON,8154722471,DBISAILLON@EDMUNDALLEN.COM,1.10E+11,,41.171993,-87.660437,FACILITY CENTROID,20,INTERPOLATION-PHOTO,19,20,20,NAD83,,,EIS,https://echo.epa.gov/detailed-facility-report?fid=,https://echo.epa.gov/detailed-facility-report?fid=6095WLLNLM117EI
61008DNFDS630ME,DEAN FOODS CO ICE CREAM DIV,630 MEADOW ST,BELVIDERE,BOONE,17007,BOONE IL,IL,N/A,610083398,5,REGION 5,0,DEAN FOODS CO ICE CREAM DIV,630 MEADOW ST,BELVIDERE,IL,,61008-3398,,N/A,C,5104815,DEAN FOODS CO,,0,MICHAEL R.WARREN,8155442105,,1.10E+11,,42.2615,-88.83512,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,99999999,NAD83,,82,FRS-TRIS,https://echo.epa.gov/detailed-facility-report?fid=,https://echo.epa.gov/detailed-facility-report?fid=61008DNFDS630ME
61008TPTTP826EA,ACCUMENT GLOBAL TECHNOLOGIES - CAMCAR LLC - BELVIDERE IL,826 E MADISON ST,BELVIDERE,BOONE,17007,BOONE IL,IL,N/A,61008,5,REGION 5,0,ACCUMENT GLOBAL TECHNOLOGIES - CAMCAR LLC - BELVIDERE IL,826 E MADISON ST,BELVIDERE,IL,,61008,,N/A,C,183645733,PLATINUM EQUITY LLC,PLATINUM EQUITY LLC,0,JAMES INGALLINO,8155203682,JINGALLINO@ACUMENT.COM,1.10E+11,,42.26724,-88.8378,CENTER OF A FACILITY OR STATION,102,INTERPOLATION-PHOTO,19,20,20,NAD83,12000,17,EIS,https://echo.epa.gov/detailed-facility-report?fid=,https://echo.epa.gov/detailed-facility-report?fid=61008TPTTP826EA
61012CPRNM200BU,CAPRON MANUFACTURING CO,200 N BURR OAK RD,CAPRON,BOONE,17007,BOONE IL,IL,N/A,61012,5,REGION 5,0,CAPRON MANUFACTURING CO,200 N BURR OAK RD,CAPRON,IL,,61012,,N/A,C,,No US Parent,NA,0,PAT STANLEY,8155692301,PAT.STANLEY@CAPRONMFG.COM,1.10E+11,,42.40196,-88.7365,CENTER OF A FACILITY OR STATION,102,INTERPOLATION-PHOTO,19,20,20,NAD83,12000,17,EIS,https://echo.epa.gov/detailed-facility-report?fid=,https://echo.epa.gov/detailed-facility-report?fid=61012CPRNM200BU
61021JPSCR1109N,JEPSCOR METALS INC,1109 N BATAAN RD,DIXON,LEE,17103,LEE IL,IL,N/A,610210200,5,REGION 5,0,JEPSCOR METALS INC,1109 N BATAAN RD,DIXON,IL,,61021-0200,,N/A,C,NA,No US Parent,,0,ELWIN MILLSAP,8152889400,,1.10E+11,,41.738576,-89.408917,ENTRANCE POINT OF A FACILITY OR STATION,101,ADDRESS MATCHING-HOUSE NUMBER,1,50,99999999,NAD83,,82,FRS-TRIS,https://echo.epa.gov/detailed-facility-report?fid=,https://echo.epa.gov/detailed-facility-report?fid=61021JPSCR1109N
61021LCTRN1350F,BORGWARNER AUTOMOTIVE CONTROL SYSTEMS CORP,1350 FRANKLIN GROVE RD,DIXON,LEE,17103,LEE IL,IL,N/A,61021,5,REGION 5,0,BORGWARNER AUTOMOTIVE CONTROL SYSTEMS CORP,1350 FRANKLIN GROVE RD,DIXON,IL,,61021,,N/A,C,139469787,BORGWARNER AUTOMOTIVE INC,,0,PATRICIA L. SMITH,8152881462,,1.10E+11,,41.836612,-89.458073,CENTER OF A FACILITY OR STATION,102,INTERPOLATION-PHOTO,19,20,20,NAD83,12000,17,EIS,https://echo.epa.gov/detailed-facility-report?fid=,https://echo.epa.gov/detailed-facility-report?fid=61021LCTRN1350F
6103WTRSTR611WL,TRI STAR METALS LLC,611 W LAMM RD,FREEPORT,STEPHENSON,17177,STEPHENSON IL,IL,N/A,61032,5,REGION 5,0,TRI STAR METALS LLC,611 W LAMM RD,FREEPORT,IL,,61032,,N/A,C,,No US Parent,NA,0,GEORGE ANTONOPOULOS,6304627600,GANTONOPOULOS@TRISTARMETALS.COM,1.10E+11,,42.258671,-89.629192,ENTRANCE POINT OF A FACILITY OR STATION,101,ADDRESS MATCHING-HOUSE NUMBER,1,50,99999999,NAD83,,82,FRS-TRIS,https://echo.epa.gov/detailed-facility-report?fid=,https://echo.epa.gov/detailed-facility-report?fid=6103WTRSTR611WL
61044SPTCH752NK,SAPUTO CHEESE USA INC,752 N KENT RD,KENT,STEPHENSON,17177,STEPHENSON IL,IL,N/A,61044,5,REGION 5,0,SAPUTO CHEESE USA INC.,405 18TH AVE.,MONROE,WI,,53566,,N/A,C,NA,SAPUTO GROUP INC,,0,BERNARD MOEN,6083285042,,1.10E+11,,42.30871,-89.90221,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,30,NAD83,,82,FRS-GEOCODE,https://echo.epa.gov/detailed-facility-report?fid=,https://echo.epa.gov/detailed-facility-report?fid=61044SPTCH752NK
61046MDLLN15NRC,ELKAY PLUMBING PRODUCTS CO,105 N ROCHESTER ST,LANARK,CARROLL,17015,CARROLL IL,IL,N/A,61046,5,REGION 5,0,ELKAY PLUMBING PRODUCTS CO,105 N ROCHESTER ST,LANARK,IL,,61046,,N/A,C,5080429,ELKAY MANUFACTURING CO,ELKAY MANUFACTURING CO,0,RICHARD J. LISAC,6305748652,RICH.LISAC@ELKAY.COM,1.10E+11,,42.10402,-89.828,CENTER OF A FACILITY OR STATION,102,INTERPOLATION-PHOTO,19,20,20,NAD83,12000,17,EIS,https://echo.epa.gov/detailed-facility-report?fid=,https://echo.epa.gov/detailed-facility-report?fid=61046MDLLN15NRC
61048DKNSN4350W,ADKINS ENERGY LLC,4350 W GALENA RD,LENA,STEPHENSON,17177,STEPHENSON IL,IL,N/A,61048,5,REGION 5,0,ADKINS ENERGY LLC,4350 W GALENA RD,LENA,IL,,61048,,N/A,C,67039185,ADKINS ENERGY LLC,ADKINS ENERGY LLC,0,RAY BAKER,8153699173,RBAKER@ADKINSENERGY.COM,1.10E+11,223,42.3586,-89.80342,ACRES POINTS NOT REPRESENTED BY 101-107,108,INTERPOLATION-PHOTO,19,20,99999999,NAD83,12000,17,FRS-TRIS,https://echo.epa.gov/detailed-facility-report?fid=,https://echo.epa.gov/detailed-facility-report?fid=61048DKNSN4350W
61048KLBLN3990N,KOLB LENA CHEESE INC,3990 N SUNNYSIDE RD,LENA,STEPHENSON,17177,STEPHENSON IL,IL,N/A,61048,5,REGION 5,0,KOLB LENA CHEESE INC,3990 N SUNNYSIDE RD,LENA,IL,,61048,,N/A,C,1533637,ZAUSNER FOODS CORP,ZAUSNER FOODS CORP,0,GILBERT BOURGOUIN,8153694577,HUBERT.BIRKNER@ALOUETTECHEESE.NET,1.10E+11,223,42.356482,-89.913716,ENTRANCE POINT OF A FACILITY OR STATION,101,ADDRESS MATCHING-HOUSE NUMBER,1,50,99999999,NAD83,,82,FRS-TRIS,https://echo.epa.gov/detailed-facility-report?fid=,https://echo.epa.gov/detailed-facility-report?fid=61048KLBLN3990N
61061BRDNNWHITE,HA INTERNATIONAL LLC,1449 DEVILS BACKBONE RD,OREGON,OGLE,17141,OGLE IL,IL,N/A,61061,5,REGION 5,0,HA INTERNATIONAL LLC,1449 DEVILS BACKBONE RD,OREGON,IL,,61061,,N/A,C,28812845,HA INTERNATIONAL LLC,HA INTERNATIONAL LLC,0,CHRIS MADDEN,8155954257,CHRIS.MADDEN@HA-INTERNATIONAL.COM,1.10E+11,,41.99773,-89.36021,ACRES POINTS NOT REPRESENTED BY 101-107,108,INTERPOLATION-PHOTO,19,20,99999999,NAD83,12000,17,FRS-TRIS,https://echo.epa.gov/detailed-facility-report?fid=,https://echo.epa.gov/detailed-facility-report?fid=61061BRDNNWHITE
61068DLMNT15THS,KRAFT FOODS,350 N 15TH ST,ROCHELLE,OGLE,17141,OGLE IL,IL,N/A,61068,5,REGION 5,0,KRAFT FOODS,P.O. BOX 668,ROCHELLE,IL,,61068,,N/A,C,877147228,KRAFT FOODS INC,,0,TOM KIMBALL,8155629201,,1.10E+11,,41.92248,-89.0784,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,30,NAD83,,82,FRS-GEOCODE,https://echo.epa.gov/detailed-facility-report?fid=,https://echo.epa.gov/detailed-facility-report?fid=61068DLMNT15THS
61068LLNSR19STE,CHS ROCHELLE,1900 STEWARD RD,ROCHELLE,OGLE,17141,OGLE IL,IL,N/A,61068,5,REGION 5,0,CHS ROCHELLE,1900 STEWARD RD,ROCHELLE,IL,,61068,,N/A,C,NA,CHS INC,CHS INC,0,MIKE VAN HOUTEN  FACILITY MANAGER,8155610650,MICHAEL.VANHOUTEN@CHSINC.COM,1.10E+11,,41.89246,-89.03439,CENTER OF A FACILITY OR STATION,102,INTERPOLATION-PHOTO,19,20,20,NAD83,12000,17,EIS,https://echo.epa.gov/detailed-facility-report?fid=,https://echo.epa.gov/detailed-facility-report?fid=61068LLNSR19STE
61068RCHLL975SO,WISCOLD INC  ROCHELLE COLD STORAGE DIV,975 S CARON RD,ROCHELLE,OGLE,17141,OGLE IL,IL,N/A,61068,5,REGION 5,0,WISCOLD INC  ROCHELLE COLD STORAGE DIV,975 S CARON RD,ROCHELLE,IL,,61068,,N/A,C,NA,WISCOLD INC,,0,DAVID J. ALLAR,8155622350,,1.10E+11,,41.909167,-89.044722,PROCESS UNIT AREA CENTROID,18,INTERPOLATION-PHOTO,19,25,99999999,NAD83,24000,,FRS-TRIS,https://echo.epa.gov/detailed-facility-report?fid=,https://echo.epa.gov/detailed-facility-report?fid=61068RCHLL975SO
61068TNCRP200EA,AG MANUFACTURING  INC.,200 E AVE G,ROCHELLE,OGLE,17141,OGLE IL,IL,N/A,610682172,5,REGION 5,0,AG MANUFACTURING  INC.,200 E AVE G,ROCHELLE,IL,,61068-2172,,N/A,C,NA,No US Parent,AG MANUFACTURING INC,0,CHUCK HACKER,8155629127,CHACKER@AGMFG-IL.COM,1.10E+11,,41.916075,-89.057189,PLANT ENTRANCE (GENERAL),2,ADDRESS MATCHING-HOUSE NUMBER,1,150,99999999,NAD83,100000,80,FRS-TRIS,https://echo.epa.gov/detailed-facility-report?fid=,https://echo.epa.gov/detailed-facility-report?fid=61068TNCRP200EA
61071RBWCR201EA,RELIANT INDUSTRIES RELIANT FASTENER,201 E 2ND ST,ROCK FALLS,WHITESIDE,17195,WHITESIDE IL,IL,N/A,61071,5,REGION 5,0,RELIANT INDUSTRIES RELIANT FASTENER,201 E. 2ND ST.,ROCK FALLS,IL,,61071,,N/A,C,808155931,RELIANT INDUSTRIES,,0,,,,1.10E+11,,41.78164,-89.69274,ENTRANCE POINT OF A FACILITY OR STATION,101,ADDRESS MATCHING-HOUSE NUMBER,1,150,150,NAD83,,82,FRS-GEOCODE,https://echo.epa.gov/detailed-facility-report?fid=,https://echo.epa.gov/detailed-facility-report?fid=61071RBWCR201EA
61071RXTFB803E1,DIVERSIFIED COMPOSITES CORP,803 INDUSTRIAL PARK RD,ROCK FALLS,WHITESIDE,17195,WHITESIDE IL,IL,N/A,61071,5,REGION 5,0,DIVERSIFIED COMPOSITES CORP,803 INDUSTRIAL PARK RD,ROCK FALLS,IL,,61071,,N/A,C,NA,No US Parent,,0,DENNIS MILBY,8156258112,,1.10E+11,,41.771024,-89.678016,ACRES POINTS NOT REPRESENTED BY 101-107,108,INTERPOLATION-PHOTO,19,20,99999999,NAD83,12000,17,FRS-TRIS,https://echo.epa.gov/detailed-facility-report?fid=,https://echo.epa.gov/detailed-facility-report?fid=61071RXTFB803E1
61074MTFRM7034I,METFORM LLC HOT FORMED PRODUCTS PLANT,7034 IL RT 84,SAVANNA,CARROLL,17015,CARROLL IL,IL,N/A,61074,5,REGION 5,0,METFORM LLC HOT FORMED PRODUCTS PLANT,7034 IL RT 84,SAVANNA,IL,,61074,,N/A,C,62419759,MACLEAN-FOGG CO,MACLEAN-FOGG CO,0,DAN CAVANAGH,8152732201,DCAVANAGH@MACLEANFOGG.COM,1.10E+11,,42.032514,-90.108857,,,,,30,99999999,NAD83,,,ICIS,https://echo.epa.gov/detailed-facility-report?fid=,https://echo.epa.gov/detailed-facility-report?fid=61074MTFRM7034I
61080MCCLR239OA,MC CLEARY INDUSTRIES INC,239 OAK GROVE AVE,SOUTH BELOIT,WINNEBAGO,17201,WINNEBAGO IL,IL,N/A,610800187,5,REGION 5,0,MC CLEARY INDUSTRIES INC,239 OAK GROVE AVE,SOUTH BELOIT,IL,,61080-0187,,N/A,C,NA,MC CLEARY INDUSTRIES INC,,0,DON VILES,8153893053,,1.10E+11,,42.488615,-89.043809,ENTRANCE POINT OF A FACILITY OR STATION,101,GPS - UNSPECIFIED,28,10,10,NAD83,24000,17,EIS,https://echo.epa.gov/detailed-facility-report?fid=,https://echo.epa.gov/detailed-facility-report?fid=61080MCCLR239OA
61081HCKTTTRUCK,HARSCO CORP HECKETT MULTISERV PLANT 26,C/O NORTHWESTERN STEEL RTE 2 W LINCOLN HWY,STERLING,WHITESIDE,17195,WHITESIDE IL,IL,N/A,61081,5,REGION 5,0,HARSCO CORP. HECKETT MULTISERV PLANT 26,P.O. BOX 474,STERLING,IL,,61081,,N/A,C,3952009,HARSCO CORP,,0,SAME,7242835741,,1.10E+11,,41.78756,-89.716607,UNKNOWN,1,UNKNOWN,27,11000,99999999,NAD83,,,FRS-TRIS,https://echo.epa.gov/detailed-facility-report?fid=,https://echo.epa.gov/detailed-facility-report?fid=61081HCKTTTRUCK
61081LWRNC2FIRS,LAWRENCE HARDWARE,2 FIRST AVE,STERLING,WHITESIDE,17195,WHITESIDE IL,IL,N/A,61081,5,REGION 5,0,LAWRENCE HARDWARE,2 FIRST AVE,STERLING,IL,,61081,,N/A,C,NA,LAWRENCE HARDWARE LLC,,0,PRESTON BOYD,8156250360,,1.10E+11,,41.78595,-89.69347,ENTRANCE POINT OF A FACILITY OR STATION,101,ADDRESS MATCHING-HOUSE NUMBER,1,50,99999999,NAD83,,82,FRS-TRIS,https://echo.epa.gov/detailed-facility-report?fid=,https://echo.epa.gov/detailed-facility-report?fid=61081LWRNC2FIRS
61085KRFTN300WR,BREWSTER - STOCKTON PLANT,300 W RAILROAD AVE,STOCKTON,JO DAVIESS,17085,JO DAVIESS IL,IL,N/A,61085,5,REGION 5,0,BREWSTER - STOCKTON PLANT,300 W RAILROAD AVE,STOCKTON,IL,,61085,,N/A,C,4463956,BREWSTER CHEESE INC,BREWSTER CHEESE INC,0,JOHN SCOTT,8159473361,JSCOTT@BREWSTERCHEESE.COM,1.10E+11,2109,42.349213,-90.011125,FACILITY CENTROID,20,ADDRESS MATCHING-HOUSE NUMBER,1,50,99999999,NAD83,,,FRS-TRIS,https://echo.epa.gov/detailed-facility-report?fid=,https://echo.epa.gov/detailed-facility-report?fid=61085KRFTN300WR
6108WJMCPR624QU,JAMCO PRODUCTS INC,624 QUALITY LANE,SOUTH BELOIT,WINNEBAGO,17201,WINNEBAGO IL,IL,N/A,61080,5,REGION 5,0,JAMCO PRODUCTS INC,ONE JAMCO CT,SOUTH BELOIT,IL,,61080,,N/A,C,,No US Parent,NA,0,JASON REDMON,8156240400,JREDMON@JAMCOPRODUCTS.COM,1.10E+11,,42.467751,-89.05253,ENTRANCE POINT OF A FACILITY OR STATION,101,ADDRESS MATCHING-HOUSE NUMBER,1,50,99999999,NAD83,,82,FRS-TRIS,https://echo.epa.gov/detailed-facility-report?fid=,https://echo.epa.gov/detailed-facility-report?fid=6108WJMCPR624QU
61103LNGVW1818E,LONGVIEW FIBRE CO,1818 ELMWOOD RD,ROCKFORD,WINNEBAGO,17201,WINNEBAGO IL,IL,N/A,61103,5,REGION 5,0,LONGVIEW FIBRE CO,1818 ELMWOOD RD,ROCKFORD,IL,,61103,,N/A,C,9041443,LONGVIEW FIBRE CO,,0,MARK S. MARTINDALE,8158778011,,1.10E+11,,42.33206,-89.07445,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,99999999,NAD83,,82,FRS-TRIS,https://echo.epa.gov/detailed-facility-report?fid=,https://echo.epa.gov/detailed-facility-report?fid=61103LNGVW1818E
61104HLDXB22221,CONCENTRIC ROCKFORD INC,2222 15TH ST,ROCKFORD,WINNEBAGO,17201,WINNEBAGO IL,IL,N/A,61104,5,REGION 5,0,CONCENTRIC ROCKFORD INC,2222 15TH ST,ROCKFORD,IL,,61104,,N/A,C,353949050,CONCENTRIC AB,CONCENTRIC AB,0,JESSE SMITH,8153984400,JESSE.SMITH@CONCENTRICAB.COM,1.10E+11,,42.24406,-89.06518,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,99999999,NAD83,,82,FRS-TRIS,https://echo.epa.gov/detailed-facility-report?fid=,https://echo.epa.gov/detailed-facility-report?fid=61104HLDXB22221
61104VKNGC1827E,VIKING CHEMICAL CO,1827 EIGHTEENTH AVE,ROCKFORD,WINNEBAGO,17201,WINNEBAGO IL,IL,N/A,61104,5,REGION 5,0,VIKING CHEMICAL CO,PO BOX 1595,ROCKFORD,IL,,61110,,N/A,C,NA,THE VIKING GROUP LTD,THE VIKING GROUP LTD,0,BRYAN SELANDER,8153970500,BSELANDER@VIKINGCHEMICAL.COM,1.10E+11,,42.247821,-89.068105,FACILITY CENTROID,20,INTERPOLATION-PHOTO,19,10,99999999,NAD83,,,FRS-TRIS,https://echo.epa.gov/detailed-facility-report?fid=,https://echo.epa.gov/detailed-facility-report?fid=61104VKNGC1827E
61109CNDST2710L,OWENS CORNING FOAM INSULATION LLC ROCKFORD,2710 LAUDE DR,ROCKFORD,WINNEBAGO,17201,WINNEBAGO IL,IL,N/A,61109,5,REGION 5,0,OWENS CORNING FOAM INSULATION LLC ROCKFORD,2710 LAUDE DR,ROCKFORD,IL,,61109,,N/A,C,1317452,OWENS CORNING,,0,LAMAR ANDERSON,8152264627,LAMAR.ANDERSON@OWENSCORNING.COM,1.10E+11,,42.235131,-89.048924,CENTER OF A FACILITY OR STATION,102,INTERPOLATION-PHOTO,19,5,5,NAD83,12000,17,EIS,https://echo.epa.gov/detailed-facility-report?fid=,https://echo.epa.gov/detailed-facility-report?fid=61109CNDST2710L
6110WTRGTL2433F,TARGET LASER & MACHINING INC,2433 FREMONT ST,ROCKFORD,WINNEBAGO,17201,WINNEBAGO IL,IL,N/A,61103,5,REGION 5,0,TARGET LASER & MACHINING INC,2433 FREMONT ST,ROCKFORD,IL,,61103,,N/A,C,,No US Parent,NA,0,STEVE REITER,8159636706,SREITER@TARGETLASER.COM,1.10E+11,,42.29863,-89.07987,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,30,NAD83,,82,FRS-GEOCODE,https://echo.epa.gov/detailed-facility-report?fid=,https://echo.epa.gov/detailed-facility-report?fid=6110WTRGTL2433F
6111WZNTHC52ZEN,ZENITH CUTTER INC,5200 ZENITH PARKWAY,LOVES PARK,WINNEBAGO,17201,WINNEBAGO IL,IL,N/A,61111,5,REGION 5,0,ZENITH CUTTER INC,5200 ZENITH PARKWAY,LOVES PARK,IL,,61111,,N/A,C,NA,THE FISHER BARTON GROUP,THE FISHER BARTON GROUP,0,BOLIVAR LOPEZ,8156393261,BOLIVARL@ZENITHCUTTER.COM,1.10E+11,,42.34597,-89.01378,POINT WHERE SUBSTANCE IS RELEASED,106,INTERPOLATION-PHOTO,19,20,20,NAD83,12000,17,EIS,https://echo.epa.gov/detailed-facility-report?fid=,https://echo.epa.gov/detailed-facility-report?fid=6111WZNTHC52ZEN
61125RCKNL53091,ROCKNEL FASTENER INC,5309 - 11TH ST,ROCKFORD,WINNEBAGO,17201,WINNEBAGO IL,IL,N/A,61109,5,REGION 5,0,ROCKNEL FASTENER INC,5309 - 11TH ST,ROCKFORD,IL,,61109,,N/A,C,NA,MEIRA CORP,MEIRA CORP,0,DAVID SATO,8158734028,DSATO@ROCKNEL.COM,1.10E+11,,42.204482,-89.074304,FACILITY CENTROID,20,INTERPOLATION-PHOTO,19,20,99999999,NAD83,,,FRS-TRIS,https://echo.epa.gov/detailed-facility-report?fid=,https://echo.epa.gov/detailed-facility-report?fid=61125RCKNL53091
61130HYDRL4950M,EATON HYDRAULICS,4950 MARLIN DR,ROCKFORD,WINNEBAGO,17201,WINNEBAGO IL,IL,N/A,61130,5,REGION 5,0,EATON HYDRAULICS,4950 MARLIN DR,ROCKFORD,IL,,61130,,N/A,C,112405969,EATON HYDRAULICS,,0,ERNIE KULIK,2165234866,,1.10E+11,,42.377992,-89.020852,ENTRANCE POINT OF A FACILITY OR STATION,101,ADDRESS MATCHING-HOUSE NUMBER,1,50,99999999,NAD83,,82,FRS-TRIS,https://echo.epa.gov/detailed-facility-report?fid=,https://echo.epa.gov/detailed-facility-report?fid=61130HYDRL4950M
61244CSHXX1100T,CNH AMERICA LLC,1100 THIRD ST,EAST MOLINE,ROCK ISLAND,17161,ROCK ISLAND IL,IL,N/A,61244,5,REGION 5,1,CNH AMERICA LLC,700 STATE ST,RACINE,WI,,53404,,N/A,C,NA,CASE NEW HOLLAND INC,,0,RICH NELSON,8479553939,,1.10E+11,,41.525034,-90.448731,CENTER OF A FACILITY OR STATION,102,INTERPOLATION-PHOTO,19,20,20,NAD83,12000,17,EIS,https://echo.epa.gov/detailed-facility-report?fid=,https://echo.epa.gov/detailed-facility-report?fid=61244CSHXX1100T
61244MTKTC30155,CROWN GROUP EAST MOLINE PLANT,3015 5TH AVE,EAST MOLINE,ROCK ISLAND,17161,ROCK ISLAND IL,IL,N/A,61244,5,REGION 5,0,CROWN GROUP EAST MOLINE PLANT,2111 WALTER REUTHER,WARREN,MI,,48091,,N/A,C,80278056,THE CROWN GROUP CO.,THE CROWN GROUP INC,0,JASON NOWAK,5865585340,JNOWAK@THECROWNGRP.COM,1.10E+11,,41.527504,-90.41423,FACILITY CENTROID,20,INTERPOLATION-PHOTO,19,20,20,NAD83,,,EIS,https://echo.epa.gov/detailed-facility-report?fid=,https://echo.epa.gov/detailed-facility-report?fid=61244MTKTC30155
61244THVLS2500E,VALSPAR CORP EAST MOLINE,2500 EIGHTH AVE,EAST MOLINE,ROCK ISLAND,17161,ROCK ISLAND IL,IL,N/A,61244,5,REGION 5,0,VALSPAR CORP EAST MOLINE,2500 EIGHTH AVE,EAST MOLINE,IL,,61244,,N/A,C,115994790,VALSPAR CORP,,0,WILLIAM STEWART,6123327371,,1.10E+11,,41.52223,-90.41722,CENTER OF A FACILITY OR STATION,102,ADDRESS MATCHING-HOUSE NUMBER,1,30,99999999,NAD83,,82,FRS-TRIS,https://echo.epa.gov/detailed-facility-report?fid=,https://echo.epa.gov/detailed-facility-report?fid=61244THVLS2500E
